Enemy, Run, Enemy_Group, Fitness, Player_Life, Enemy_Life, Time, Gain
Enemy 5, Test Run 1, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 2, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 3, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 4, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 5, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 6, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 7, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 8, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 9, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 5, Test Run 10, Run 2, Enemy Group enemies_group_two, Fitness: 92.77504998251861, Player Life: 82.00000000000017, Enemy Life: 0, Time: 227, Gain: 82.00000000000017
Enemy 6, Test Run 1, Run 2, Enemy Group enemies_group_two, Fitness: 83.6249751801719, Player Life: 0, Enemy Life: 0, Time: 587, Gain: 0
Enemy 6, Test Run 2, Run 2, Enemy Group enemies_group_two, Fitness: 83.6249751801719, Player Life: 0, Enemy Life: 0, Time: 587, Gain: 0
Enemy 6, Test Run 3, Run 2, Enemy Group enemies_group_two, Fitness: 83.6249751801719, Player Life: 0, Enemy Life: 0, Time: 587, Gain: 0
Enemy 6, Test Run 4, Run 2, Enemy Group enemies_group_two, Fitness: 83.6249751801719, Player Life: 0, Enemy Life: 0, Time: 587, Gain: 0
Enemy 6, Test Run 5, Run 2, Enemy Group enemies_group_two, Fitness: 83.6249751801719, Player Life: 0, Enemy Life: 0, Time: 587, Gain: 0
